都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
222143,,静岡県,藤枝市,厨子,ズシ,,,市指定有形文化財,建造物,,静岡県藤枝市岡部町岡部1176-1（十石坂観音堂）,,,,,,2,,,川原町町内会,1973-04-01,,,,,,,,,十石坂観音堂内にある２基の厨子で、向かって左側の大型の厨子は入母屋造・?葺（こけらぶき）、軒は二重垂木（にじゅうたるき）、妻入（つまいり）で、社寺建築に準じる様式で造られた宮殿（くうでん）である。軒回り・組物・扉などに、彫刻・彩色が施され華やかである。右側の厨子は、宝形造（ほうぎょうづくり）・板葺で、扉・側面ともに黒漆塗である。これにおさめられていた西行法師坐像の像底に享保11年（1726）の銘があることや、技法や作風からみて製作された年代は江戸時代後期とみられる。,,,
222143,,静岡県,藤枝市,高根白山神社本殿,タカネハクサンジンジャホンデン,,,市指定有形文化財,建造物,,静岡県藤枝市瀬戸ノ谷9964,,,,,,1,,,高根白山神社,1982-11-01,,,,,,,,,高根山の中腹、標高約730mの山中に建つ、高根白山神社の本殿である。スギの大木がそびえる斜面を背後に控え、二段に築いた石垣の段上に築かれた大規模な朱塗の本殿である。建物は三間社流造（さんげんしゃながれづくり）で、２間×３間の母屋（もや）の前面に向拝（ごはい）が付く形式である。斗?（ときょう）や蟇股（かえるまた）・手挟（てばさみ）などの彫刻部分には彩色があり、外壁面と内部の戸には壁画が描かれている。建築された年代は、建物の様式からみて江戸時代前期である。,,,
222143,,静岡県,藤枝市,田中城本丸櫓,タナカジョウホンマルヤグラ,,,市指定有形文化財,建造物,史跡田中城下屋敷,静岡県藤枝市田中三丁目14-1,,,,(054)644-3345,,1,,,市教委,1993-04-26,,,,,,,,,"この櫓は、もと田中城の本丸にあり、高さ９尺（約2.7m）の石垣の上に建っていたといわれる。本丸の南東隅の石垣上に「御亭（おちん）」と呼ばれる２階建（高さ３間５尺／約6.9m）の建物があったことが城絵図にみえ、これに該当するもののようである。
明治維新によって、田中城には「幕末三舟（さんしゅう）」の一人として知られる高橋泥舟（でいしゅう）が入った。その配下にあった村山氏は、泥舟の四男を養子とした縁で、明治3年にこの櫓の払い下げを受け、移築して住宅とした。泥舟はこの建物を「光風霽月楼（こうふうせいげつろう）」と名付け扁額を掲げている。屋根はもともと?葺（こけらぶき）であったという。
田中城内より移築した建造物の中で、昔からもっとも著名な建物である。",,,
222143,,静岡県,藤枝市,長楽寺村郷蔵,チョウラクジムラゴウグラ,,,市指定有形文化財,建造物,史跡田中城下屋敷,静岡県藤枝市田中三丁目14-1,,,,(054)644-3345,,1,,,市教委,1993-04-26,,,,,,,,,郷蔵とは、年貢米や飢饉（ききん）に備えた非常米を保存するための蔵で、江戸時代には村ごとに置かれていた。長楽寺村の郷蔵は、明治10年頃に中西家に払い下げられた。この時、郷蔵の半分を切り取って移築したといわれ、本来は現状の倍の大きさであったとみられる。市内に現存する唯一の郷蔵であり、柱の墨書から天保14年（1843）に建て替えられた建物と判明した。,,,
222143,,静岡県,藤枝市,茶室,チャシツ,,,市指定有形文化財,建造物,史跡田中城下屋敷,静岡県藤枝市田中三丁目14-1,,,,(054)644-3345,,1,,,市教委,1993-04-26,,,,,,,,,この建物は、千歳（ちとせ）の村松家にあったものを明治38年頃、上伝馬町の奥野家が譲り受け、屋敷内に移築したという。もとは田中藩家老のものであったと伝えられ、下屋敷庭園内にあった「茶屋」とみられる。建物は和室２間から成る数寄屋（すきや）建築で、西側の４畳半の間と、東側に給仕口（きゆうじぐち）がついた６畳間が接続している。水屋や炉、躙口（にじりぐち）がなく、茶室風の建物と考えられる。,,,
222143,,静岡県,藤枝市,仲間部屋・厩,チュウゲンベヤ・ウマヤ,,,市指定有形文化財,建造物,史跡田中城下屋敷,静岡県藤枝市田中三丁目14-1,,,,(054)644-3345,,1,,,市教委,1993-04-26,,,,,,,,,大洲村の大塚家にあった長屋門は、古くから田中城内より移されたものと伝わっており、調査の結果、長屋門に付設された納屋がそれだと判明した。仲間部屋と厩とを１棟に仕立てた建物で、手前の右側の鬼瓦には、藩主本多家の家紋（立葵紋（たちあおいもん））が刻まれていた。また解体時に「安政六年」（1859）と書かれた板材が発見され、建築年代は江戸時代末期と推定される。,,,
222143,,静岡県,藤枝市,木喰上人恵比寿大黒天画像,モクジキショウニンエビスダイコクテンガゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町内谷,,,,,,1,,,個人,1980-07-07,,,,,,,,,木喰上人が描いた絵画は珍しい。中央に酒徳利（とっくり）を携えた大黒天と、鯛を抱えた恵比寿を描いている。各々の像には「大こくも　七ふく内へ　とりさかな」「目出たいを　おさへてのむや　若えびす」の狂歌が添えられている。,,,
222143,,静岡県,藤枝市,聖観世音菩薩,ショウカンゼオンボサツ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市高柳2425,,,,,,1,,,清林寺,1957-05-28,,,,,,,,,ヒノキの一本造、像高176cmの立像で、髪を結い上げた頭に宝冠をいただき、胸飾（むねかざり）・瓔珞（ようらく）などの装飾品を身につける。右手は、五本の指を伸ばして下方に向かって手のひらをさしだす与願印（よがんいん）を結び、左手には蓮華（れんげ）を持つ。身にまとった衣の衣紋（（えもん）着物のひだ）の作風には、平安時代後期の特徴がみられ、市内では最も古い仏像のなかのひとつ。秘仏で、12年に一度、申（さる）年の10月に公開される。,,,
222143,,静岡県,藤枝市,木喰上人作毘沙門天,モクジキショウニンサクビシャモンテン,,,市指定有形文化財,美術工芸品,,静岡県藤枝市高田424,,,,,,1,,,常楽院,1967-07-20,,,,,,,,,"甲冑を身に着け、左手に宝塔を持ち、忿怒（ふんぬ）の形相で邪鬼（じゃき）を踏みつける毘沙門天像である。像を細かく観察すると、兜（かぶと）の墨彩のほか、甲冑部分には朱、宝塔には白色の彩色が残っている。
木喰上人が記した宿帳によれば、志太地域には西から入り、寛政12年（1800）６月12日に藤枝の「利八」に滞在し、翌13日には岡部の「イナ川ヤ藤次郎」に移っている。この像の背面墨書には、「寛政12年７月２日成就」とあり、志太地域でも比較的早い時期の作品である。",,,
222143,,静岡県,藤枝市,聖徳太子像,ショウトクタイシゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町内谷362,,,,,,1,,,光泰寺,1972-07-01,,,,,,,,,聖徳太子像の作例は、他に県内の森町と新潟県内に１例が知られるのみで少ない。この像は太子２歳の時に、明け方に東を向いて合掌して「南無仏」と唱えて再拝したという説話にもとづく像である。木喰仏を見出した柳宗悦（やなぎむねよし）が絶賛したという。,,,
222143,,静岡県,藤枝市,准胝観音像,ジュンテイカンノンゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町内谷362,,,,,,1,,,光泰寺,1972-07-01,,,,,,,,,像の高さ215.5cmの県内では最大の木喰仏である。准胝観音は衆生のために厄除け・延命・子宝祈願などの願いをかなえる仏である。もとは、光泰寺の薬師堂内に祀られていたと伝えられる。,,,
222143,,静岡県,藤枝市,子安地蔵菩薩像,コヤスジゾウボサツゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町三輪925,,,,,,1,,,十輪寺,1972-07-01,,,,,,,,,木喰上人作の、宝珠を抱えた子どもを抱いた子安地蔵像である。像の前面のみの薄墨が塗られ、背面と台座部分は白木で残している。背面の墨書には「七月十二日ニ成就ス」とあり、同じく十輪寺に伝わる虚空蔵菩薩像墨書の翌日の日付が認められる。,,,
222143,,静岡県,藤枝市,虚空蔵菩薩像,コクウゾウボサツゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町三輪925,,,,,,1,,,十輪寺,1972-07-01,,,,,,,,,虚空蔵菩薩は人々に智恵と福徳を与え、願いを満たして救う仏である。木喰上人作のこの像はシンプルな表現で、持物（じもつ）は左手の宝珠のみとなっている。,,,
222143,,静岡県,藤枝市,子安観音菩薩像,コヤスカンノンボサツゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町桂島964,,,,,,1,,,梅林院,1972-07-01,,,,,,,,,木喰上人作で、背面の墨書には「子安地蔵大菩薩」とあるが、観音を表す「サ」の梵字が書かれ、表現も観音像である。同じ桂島地内の神入寺（じんぎょじ）にあったものを、廃寺により梅林院に移したと伝えられる。薬師如来像とともに「八月八日ニ成就ス」の墨書がある。,,,
222143,,静岡県,藤枝市,薬師如来像,ヤクシニョライゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町桂島964,,,,,,1,,,梅林院,1972-07-01,,,,,,,,,木喰上人作で、用材の木目などからみて、子安観音像と同一の木から掘り出されたものである。同日に作られたためかやや作は荒い。観音像ともに頭部とまゆの墨彩が薬壷（やくこ）に比べて濃いのは、近代に塗られたためである。,,,
222143,,静岡県,藤枝市,薬師如来像,ヤクシニョライゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町三輪474,,,,,,1,,,興福寺,1972-07-01,,,,,,,,,現在は廃寺となった瑠璃光山（るりこうさん）興福寺境内の薬師堂に祀られている。ヒノキの一木造、像高83cmの立像で、右手は指を伸ばし手のひらを正面に向ける施無畏院（せむいいん）で、左手に薬壷（やくこ）を持つ。作風から、製作された年代は平安時代後期とみられ、市内有数の古い仏像のひとつである。秘仏で、33年に一度公開される。興福寺は、江戸時代前期に曹洞宗に改宗される前は、法相宗（ほっそうしゅう）であった。,,,
222143,,静岡県,藤枝市,西行像,サイギョウゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町岡部663,,,,,,1,,,専称寺,1972-07-01,,,,,,,,,平安時代末期の歌人である西行法師の旅装束の姿を模した像で、一木造、像高46cm、左手に菅笠を持ち右足を立てて座る。像底に銘があり、享保11年（1726）、江戸の柑本南浦昌基（こうじもとなんぼまさもと）が奉納したことがわかる。もとは十石坂観音堂内におさめられていたが、現在は専称寺に移されている。岡部宿には、笠懸（かさがけ）の松など、西行と弟子の西住（さいじゅう）にまつわる伝説が残されている。,,,
222143,,静岡県,藤枝市,五智如来像,ゴチニョライゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町内谷,,,,,,5,,,個人,1973-04-01,,,,,,,,,仏の５つの智徳を５体の如来に対応させた金剛界（こんごうかい）五仏で、大日（だいにち）如来、阿?（あしゅく）如来、宝生（ほうしょう）如来、阿弥陀如来、本来は不空成就（ふくうじょうじゅ）如来であるがここでは釈迦如来となっている。石製の坐像で、像高105～107cm、石材は高草山山麓の三輪地区で産出する褐色凝灰岩である。かつて岡部宿西木戸付近にあった誓願寺に、田中藩家老の脇田正明（わきたまさあき）が宝永４年（1707）に奉納したと伝わる。現在、五智如来公園には明治時代に製作された五智如来が前列に祀られ、当初の像は、その後列に並んでいる。,,,
222143,,静岡県,藤枝市,不動尊像,フドウソンゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町岡部663,,,,,,1,,,専称寺,1973-04-01,,,,,,,,,一木造の立像で、像高が54cmあり、鎌倉時代の作と推定される。右手に剣、左手に羂索（けんさく）をもち、不動明王特有の忿怒（ふんぬ）の形相が力強く表現されている。本来は岡部の立光山（りっこうざん）不動院（廃寺）に祀られていたが、現在は、専称寺の薬師堂に移管されている。不動尊の縁日には、元あった不動堂に戻して供養を行っている。,,,
222143,,静岡県,藤枝市,木造不動明王坐像,モクゾウフドウミョウオウザゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市藤枝三丁目16-14,,,,,,1,,,鬼岩寺,1989-08-23,,,,,,,,,ヒノキの一木造（割矧ぎ（わりはぎ）、内刳り（うちぐり））で彩色が施されている。右手に剣、左手に羂索をもち、台座（瑟瑟座（しつしつざ））の上に結跏趺坐（けっかふざ）する（座禅のかたちに足を組んで座る）。目は彫眼で、見開いた右目で天を睨み、半開きの左目で地を睨む天地眼（てんちげん）である。製作された年代は、仏像の様式からみて12世紀（平安時代後期）である。毎年1月28日の不動尊大祭で公開される。,,,
222143,,静岡県,藤枝市,市部延命地蔵堂の石造六地蔵像,イチベエンメイジゾウドウノセキゾウロクジゾウゾウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市天王町二丁目403,,,,,,6,,,市部第二町内会,2002-03-20,,,,,,,,,市部(いちべ）地区の延命地蔵堂に祀られている６体地蔵菩薩像である。石造で、それぞれ本体・蓮華座・台座の３つの部材からなる。坐像と立像が３体ずつあり、台座に「金剛願（がん）」「金剛宝（ほう）」「金剛悲（ひ）」「金剛幢（とう）」「預天賀（よてんが）」「放光王（ほうこうおう）」の像名が刻まれている。像の彫刻は素朴であるが一部に彩色もみられ、持物（じもつ）や印相（いんそう）は丁寧に表現されている。台座のひとつに「宝永５年」（1708）の年号があり、像を製作、或いは奉納した年とみられる。,,,
222143,,静岡県,藤枝市,花枝双蝶八花鏡,カシソウチョウハッカキョウ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市下之郷,,,,,,1,,,個人,1956-12-01,,,,,,,,,大正13年（1924）、葉梨地区の下之郷字上半谷（はんや）の丘陵から出土した銅鏡で、奈良時代初期の横穴式石室の副葬品とみられる。直径7.3cm・厚さ0.4cmで、中央に花枝と蝶がそれぞれ向かい合い、外縁は８つの花弁をかたどった輪郭である。奈良時代に日本で製作されたもので、奈良の正倉院宝物や興福寺の鎮壇具（ちんだんぐ）（地鎮のための埋納物）にも同じものがあり、全国でも出土例は数例しかない。中央とのつながりをうかがわせる貴重な資料である。,,,
222143,,静岡県,藤枝市,鬼岩寺の鰐口,キガンジノワニグチ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市藤枝三丁目16-14,,,,,,1,,,鬼岩寺,1965-08-09,,,,,,,,,直径24.3cm・厚さ13cmの鰐口で、中央の撞坐（つきざ）は、小円を中心に７つの円と三角形の文様が取り巻き、蓮華文（れんげもん）を表現している。外縁には銘文がめぐり、慶長16年（1611）に駿州山西（駿河国のうち、高草山から西の地域をさす）大工（鋳物の職人）若松惣右衛門が製作し、如意院・大聖院（当時、鬼岩寺にあった塔頭（たっちゅう））に奉納されたことが記されている。また、「不動」を表す種子（しゅじ）（梵字）が刻まれている。,,,
222143,,静岡県,藤枝市,山内家雛人形「御殿飾」,ヤマウチケヒナニンギョウ「ゴテンカザリ」,,,市指定有形文化財,美術工芸品,大旅籠柏屋歴史資料館,静岡県藤枝市岡部町岡部817,,,,(054)667-0018,,1,,,市教委,2000-11-29,,,,,,,,,旧岡部宿の山内家には、御殿・雛人形・雛道具が一揃いになった豪華な御殿飾りが伝来した。京都製で、箱書きには安政3年（1856）とある。御殿は京都御所を模して、紫宸殿（ししんでん）･清涼殿・宜陽殿（ぎようでん）の3棟を渡り廊下でつないで一組としたもので、節のないヒノキ材の白木造りである。現在は、内裏雛をはじめ45体の雛人形と、道具の牛車や籠、葛籠（つづら）・貝合（かいあわせ）箱などが残っている。,,,
222143,,静岡県,藤枝市,清水寺の金銅千手観音懸仏,キヨミズデラノコンドウセンジュカンノンカケボトケ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市原6-1,,,,,,1,,,清水寺,2002-03-20,,,,,,,,,神仏習合の思想により、かつては境内の山王権現（さんのうごんげん）社に御神体として祀られていた。鋳銅製で、表面に鍍金（ときん）がみられる。本尊・光背・鏡板は別々に造られており、本尊は高さ18.0cm、光背は高さ22.7cm・幅15.5cm、鏡板の直径は33.2cmである。本尊は典型的な鎌倉時代の作風を示し、光背の銘文に「劫長二　壬戌」とあるのは弘長2年（1262年）で、この年代を裏付けている。,,,
222143,,静岡県,藤枝市,木喰上人託宣書軸,モクジキショウニンタクセンショジク,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町三輪925,,,,,,1,,,十輪寺,1980-07-07,,,,,,,,,木喰上人による「諸神託宣」の書である。寛政12年（1800）志太地域に滞在した時の作品である。,,,
222143,,静岡県,藤枝市,木喰上人御題目書軸,モクジキショウニンオダイモクショジク,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町三輪,,,,,,1,,,個人,1980-07-07,,,,,,,,,木喰上人による「六字名号」の書である。寛政12年（1800）志太地域に滞在した時の作品である。,,,
222143,,静岡県,藤枝市,木喰上人託宣書画,モクジキショウニンタクセンショガ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町内谷,,,,,,4,,,個人,1980-07-07,,,,,,,,,木喰上人による「寒暑燥湿風」「龍乃目」「虚空蔵大菩薩名号」「諸神託宣」の書である。寛政12年（1800）７月３日或いは６日の年月日が書かれており、志太地域の仏像の製作時期と一致する。岡部宿の加宿・内谷村に滞在した時の作品である。,,,
222143,,静岡県,藤枝市,木喰上人短歌書軸,モクジキショウニンタンカショジク,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町子持坂,,,,,,1,,,個人,1997-10-01,,,,,,,,,木喰上人による短歌「明　日月の心の神の　あまてらは　いのるこころも　おなじ日月」の書である。寛政12年（1800）志太地域に滞在した時の作品である。,,,
222143,,静岡県,藤枝市,田中城絵図,タナカジョウエズ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,市教委,1957-03-16,,,,,,,,,本丸跡に建つ西益津小学校に伝わった絵図で、江戸時代には城内の作事役所にあったといわれている。現在知られる田中城絵図のなかでも最も大きなものである。中央に田中城を置き、侍屋敷と城下町としての藤枝宿をも描きこみ、東海道の八幡橋から分岐して田中城へ通じる「御成（おなり）街道」も描いている。成立年代は明確ではないが、町家や田畑の描写が、正保元年（1644）に幕府が各藩に命じて提出させた「正保城絵図（しょうほうしろえず）」に似ていることから、その控図と考えられている。絵図を見ると城内外に記入された寸法や名称が擦り消されて再記入されいることから、藩内の公的な役割をもった城絵図と考えられる。,,,
222143,,静岡県,藤枝市,田中城古図,タナカジョウコズ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,市教委,1966-03-18,,,,,,,,,絵図の中に「松平大膳正仕　寛永九年移当城」と添え書きがあり、寛永12年（1635）まで田中藩主であった松平忠重の時代の絵図であることがわかる。注目されるのは本丸に御殿が描かれていることで、これ以降の田中城絵図にはそれがない。絵図には「かき色之分　古屋敷、黄色の分　新屋敷」とあり、先にかき色の部分に侍屋敷が造られ、この頃に黄色の部分に侍屋敷が新設されていったことが判明する。また、この絵図以降は矢狭間（やはざま）・鉄砲狭間を備えた土塀が出現している。,,,
222143,,静岡県,藤枝市,蘿径記碑,ラケイキヒ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町岡部（坂下地蔵堂）,,,,,,1,,,坂下町内会,1973-04-01,,,,,,,,,「蘿径」とは、「つたの道」という意味で、宇津ノ谷峠とつたの細道を顕彰した石碑である。碑文によれば、文政13年（1830）8月、羽倉簡堂（はぐらかんどう）が文章を書き、市河米?（いちかわべいあん）が清書した。羽倉簡堂は当時の駿府代官で、儒学者としても知られていた。市河米?は「幕末の三筆」の一人で、志太地域にも弟子がいた。蘿径記碑は宇津ノ谷峠の西側登り口に建てられたが、現在は登り口に近い坂下地蔵堂の一角に設置されている。,,,
222143,,静岡県,藤枝市,河野?園碑文,コウノソンエンヒブン,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町岡部663,,,,,,1,,,専称寺,1973-04-01,,,,,,,,,河野?園は明和６年（1769）の生まれ。岡部宿の旅籠・河野屋の主人で、漢学者として知られる。江戸時代後半に各地で地誌の編さんが盛んになった時、駿河でも『駿河地誌』の発行が計画された。志太地域の調査は島田宿の桑原黙斎が担当し、河野?園が協力したが、調査の途中で?園は亡くなった。石碑の文と書は『駿河地誌』編さんの総裁・山梨稲川（やまなしとうせん）が行っている。,,,
222143,,静岡県,藤枝市,朝比奈家文書,アサヒナケモンジョ,,,市指定有形文化財,美術工芸品,,静岡県藤枝市岡部町殿,,,,,,14,,,個人,1999-03-31,,,,,,,,,岡部町殿（との）の朝比奈家に伝わる今川家・武田家文書を中心とした文書群である。最も古い文書は、天文12年（1543）に今川義元により、以前からの領地を認められたものである。また、今川氏の後に駿河を領地とした武田家の文書、朝比奈家に伝わる「朝比奈粽（ちまき）」に関する彦坂九兵衛の書状など、当地域の戦国時代から江戸時代初期の歴史を解明する上で重要な文書群である。,,,
222143,,静岡県,藤枝市,岡部宿本陣仁藤文書,オカベシュクホンジンニトウモンジョ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,17,,,市教委,2007-06-28,,,,,,,,,内野本陣の向かいにあった仁藤本陣に関する文書群である。この中には、慶長5年（1600）に豊臣秀吉に仕えた駿府城中村一氏（なかむらかずうじ）の家臣・横田村詮（よこたむらあき）が岡部新宿の問屋・仁藤に宛てた伝馬（てんま）の定書が含まれていることが重要である。,,,
222143,,静岡県,藤枝市,岡部家文書,オカベケモンジョ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,5,,,市教委,2019-09-30,,,,,,,,,岡部氏は、平安時代後期に、駿河国岡部郷（藤枝市仮宿地域）に住んだのがルーツといわれる本市ゆかりの武士の一　族。代々伝わった古文書で、戦国時代のものがまとまって伝来することは珍しい。とくに、今川義元から出され、花蔵の乱のことが記された古文書は重要な歴史資料。,,,
222143,,静岡県,藤枝市,東海道藤枝宿往還家並絵図,トウカイドウフジエダシュクオウカンイエナミエズ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,市教委,2019-09-30,,,,,,,,,江戸時代の東海道藤枝宿を描いた絵図で、天保13年（1842）の年号がはっきり書かれており貴重。本陣や問屋場(といやば)など宿場の施設や、一軒ごとの家々や寺院まで細かく正確に書き込まれていることが特徴で、宿場町の様子を詳しく知ることができ資料的価値が高い。,,,
222143,,静岡県,藤枝市,高札,コウサツ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,市教委,1973-04-01,,,,,,,,,高札は幕府や藩が一般民衆に法度（はっと）や掟書き等を周知させるために木板に書き、高く掲げたもの。岡部宿では加宿内谷村の字小坂に高札場が置かれていた。現在は、岡部宿から丸子宿・藤枝宿までの駄賃高札をはじめ、切支丹（きりしたん）を禁止した高札・家族生活や近所づきあいの基本を定めた高札、徒党を組んで一揆を起こすことを禁じた高札等が残っている。,,,
222143,,静岡県,藤枝市,岡部長慎奉納絵馬,オカベナガチカホウノウエマ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,若宮八幡宮,1999-03-31,,,,,,,,,表面の風化により、描かれた白馬は明瞭ではないが、「泉州岸和田城主岡部美濃守藤原長慎」と墨書が残る。岡部長慎（1787ー1803）は和泉国（現・大阪府）岸和田藩の藩主である。この絵馬が奉納された若宮八幡宮は、岡部長慎の先祖が発祥したと伝えられる仮宿地域に隣接し、岡部氏と関わる伝説が伝わる神社である。,,,
222143,,静岡県,藤枝市,鬼岩寺の石塔群,キガンジノセキトウグン,,,市指定有形文化財,美術工芸品,,静岡県藤枝市藤枝三丁目16-14,,,,,,1,,,鬼岩寺,2002-03-20,,,,,,,,,藤枝宿の西側にある鬼岩寺の石塔群には宝筐印塔（ほうきょういんとう）と五輪塔がある。これらの石塔は墓石もしくは供養塔として建立されたもので、部材数で1600点以上を数えることができる。南北朝から戦国時代までの中世石塔が大半を占めており、応安６年（1373）～応永12年（1405）の年号を刻んだ石塔が６点含まれていることも重要である。,,,
222143,,静岡県,藤枝市,関札,セキフダ,,,市指定有形文化財,美術工芸品,藤枝市郷土博物館,静岡県藤枝市若王子500,,,,(054)645-1100,,1,,,市教委,2007-06-28,,,,,,,,,岡部宿本陣の仁藤家に伝わった関札である。関札は大名行列などの通過に先立ち、宿泊先や休憩先の本陣・旅籠（はたご）の前に立てておく木板である。この関札には「松平主税頭（ちからのかみ）休」と記されており、三葉葵紋入り黒漆塗りの二重箱に、「有徳院様」（８代将軍・徳川吉宗の諡名（おくりな））の関札であることを説明する文書とともに収められている。松平主税頭とは、紀州藩時代の若き日の吉宗のことである。,,,
222143,,静岡県,藤枝市,瀬戸の染飯版木,セトノソメイイハンギ,,,市指定有形民俗文化財,その他,,静岡県藤枝市内瀬戸,,,,,,1,,,個人,1959-01-21,,,,,,,,,染飯は、クチナシの実で黄色く染めた強飯（こわいい）（糯米（もちごめ）を蒸したもの）を摺りつぶし、小判形などに薄く延ばし干したものである。東海道に面した瀬戸の茶屋（上青島･下青島付近）で古くから売られてきた東海道の名物である。乾燥したクチナシの実は消炎・解熱などに効く漢方薬であり、その汁で染めた染飯は、旅人にとって足腰の疲れをとる食べ物として評判がよかったという。「名物 瀬戸御染飯」と彫られた壺型の版木は、明治時代中期まで染飯を商ってきた石野家に残されている。染飯を入れた紙袋や包紙に押して用いた。,,,
222143,,静岡県,藤枝市,志太郡衙跡,シダグンガアト,,,国指定史跡,,志太郡衙資料館,静岡県藤枝市南駿河台１丁目12,,,,(054)646-6525,,1,,,藤枝市,1980-10-22,,,,,,,,,遺跡は丘陵によって東西と南側を囲まれた谷に位置している。谷は、谷口で幅約１００メートル、奥行約１５０メートルの規模をもつが、谷の入口部分は微高地を形成し、奥部が低湿地となっている。建物跡などは微高地上に集中しており、掘立柱建物３０のほか、井戸・板塀・道路などがみとめられる。建物は東西あるいは南北に棟の方位をそろえ、役所らしい整然とした配置をとっており、およそ８世紀前半から９世紀前半にかけて３期にわたって建て替えられたとみられる。規模の大きい建物を中心として、井戸をもつ広場やそのほかの建物が並び郡役所の中枢部分を構成していると推定される。建物群の東辺及び南辺は土塁状施設あるいは板塀によって囲まれる。板塀の外側にはり、幅４ 0６メートルの道路があり礫がまばらに敷かれている。道路の南側は低湿地でここから多くの遺物が出土した。とくに注目されるのは、「志太」「志大領」「主帳」「志太厨」「郡」などと記した２００点をこえる墨書土器の存在で、これらによって、駿河国の志太郡衙にかかわる施設の跡であると裏付けられた。古代の地方官衙の実態を知るうえで重要な意義を有する遺跡である。,,,
222143,,静岡県,藤枝市,東海道宇津ノ谷峠越,トウカイドウウツノヤトウゲゴエ,,,国指定史跡,,,静岡県藤枝市岡部町岡部・静岡市駿河区宇津ノ谷,,,,,,1,,,藤枝市・静岡市　他,2010-02-22,,,,,,,,,宇津ノ谷峠は静岡市と藤枝市岡部町との境に位置する峠である。『伊勢物語』により知られる「蔦（つた）の細道」に代わり、永禄３年（1560）の今川義元の西上や天正18年（1590）の豊臣秀吉の小田原攻めなどでは、この宇津ノ谷峠越の道が使われ、慶長６年（1602）の東海道宿駅制度の確立により、近世を通じて東海道として利用された。峠の西側には天保６年（1835）に再興された「ひげ題目碑（だいもくひ）」が傍らに建ち、往時の道もよく残されている。近世東海道の一部として、我が国近世の交通の歴史を知る上で貴重である。,,,
