都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
42137,90002,宮城県,栗原市,南部神楽笹流大平神楽,ナンブカグラササリュウオオダイラカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市志波姫大平,,,,,,,,,,,,,,,,,,,,,,
42137,30022,宮城県,栗原市,片子沢神楽,カタコザワカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒片子沢,,,,,,,,,,,,,,,,,,,,,,
42137,30023,宮城県,栗原市,猿飛来神楽,サッピライカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒猿飛来,,,,,,,,,,,,,,,,,,,,,,
42137,30024,宮城県,栗原市,栗原神楽,クリバラカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒栗原,,,,,,,,,,,,,,,,,,,,,,
42137,30025,宮城県,栗原市,桜田神楽,サクラダカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒桜田,,,,,,,,,,,,,,,,,,,,,,
42137,30026,宮城県,栗原市,清水田神楽,シズダカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒稲屋敷,,,,,,,,,,,,,,,,,,,,,,
42137,30027,宮城県,栗原市,中野神楽,ナカノカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒中野,,,,,,,,,,,,,,,,,,,,,,
42137,30029,宮城県,栗原市,文字駒堂神楽,モンジコマドウカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒文字,,,,,,,,,,,,,,,,,,,,,,
42137,30030,宮城県,栗原市,文字神楽会,モンジカグラカイ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒文字,,,,,,,,,,,,,,,,,,,,,,
42137,40008,宮城県,栗原市,川崎神楽,カワサキカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市高清水,,,,,,,,,,,,,,,,,,,,,,
42137,60009,宮城県,栗原市,瀬峰神楽,セミネカグラ,,,市指定民俗文化財,民俗芸能,宮城県栗原市瀬峰,,,,,,,,,,,,,,,,,,,,,,
42137,30032,宮城県,栗原市,文字甚句,モンジジンク,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒文字,,,,,,,,,,,,,,,,,,,,,,
42137,70003,宮城県,栗原市,鶯沢八ツ鹿踊,ウグイスザワヤツシカオドリ,,,市指定民俗文化財,民俗芸能,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,20015,宮城県,栗原市,武鎗の鹿踊,ムヤリノシシオドリ,,,市指定民俗文化財,民俗芸能,宮城県栗原市若柳武鎗,,,,,,,,,,,,,,,,,,,,,,
42137,30033,宮城県,栗原市,二迫栗原八ツ鹿踊り,ニハサマクリバラヤツシカオドリ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒栗原,,,,,,,,,,,,,,,,,,,,,,
42137,30034,宮城県,栗原市,雄鋭神社両振流獅子舞,オドノジンジャリョウシンリュウシシマイ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒稲屋敷,,,,,,,,,,,,,,,,,,,,,,
42137,30035,宮城県,栗原市,熊野神社両振流獅子舞,クマノジンジャリョウシンリュウシシマイ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒岩ケ崎,,,,,,,,,,,,,,,,,,,,,,
42137,90003,宮城県,栗原市,御所楽獅子舞,ゴショラクシシマイ,,,市指定民俗文化財,民俗芸能,宮城県栗原市志波姫荒町,,,,,,,,,,,,,,,,,,,,,,
42137,20016,宮城県,栗原市,十文字弥助ばやし,ジュウモンジヤスケバヤシ,,,市指定民俗文化財,民俗芸能,宮城県栗原市若柳字川北,,,,,,,,,,,,,,,,,,,,,,
42137,20017,宮城県,栗原市,新町弥助ばやし,シンマチヤスケバヤシ,,,市指定民俗文化財,民俗芸能,宮城県栗原市若柳字川北,,,,,,,,,,,,,,,,,,,,,,
42137,20018,宮城県,栗原市,畑岡獅子舞,ハタオカシシマイ,,,市指定民俗文化財,民俗芸能,宮城県栗原市若柳字下畑岡,,,,,,,,,,,,,,,,,,,,,,
42137,50043,宮城県,栗原市,川口ばやし,カワグチバヤシ,,,市指定民俗文化財,民俗芸能,宮城県栗原市一迫字川口,,,,,,,,,,,,,,,,,,,,,,
42137,30036,宮城県,栗原市,桜田上区桜田ばやし,サクラダカミクサクラダバヤシ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒桜田,,,,,,,,,,,,,,,,,,,,,,
42137,30037,宮城県,栗原市,桜田下区桜田ばやし,サクラダシモクサクラダバヤシ,,,市指定民俗文化財,民俗芸能,宮城県栗原市栗駒桜田,,,,,,,,,,,,,,,,,,,,,,
42137,100020,宮城県,栗原市,花月人形劇,カゲツニンギョウゲキ,,,市指定民俗文化財,民俗芸能,宮城県栗原市花山字本沢,,,,,,,,,,,,,,,,,,,,,,
42137,30038,宮城県,栗原市,芭蕉衣掛の松,バショウコロモガケノマツ,,,市指定記念物,史跡・名勝,宮城県栗原市栗駒片子沢,,38.780666,140.966281,,,,,,,,,,,,,,,,,,,
42137,100021,宮城県,栗原市,花山寺跡,カザンジアト,,,市指定記念物,史跡,宮城県栗原市花山字本沢,,38.79682,140.840285,,,,,,,,,,,,,,,,,,,
42137,50044,宮城県,栗原市,滝野館跡,タキノダテアト,,,市指定記念物,史跡,宮城県栗原市一迫川口,,38.773224,140.881135,,,,,,,,,,,,,,,,,,,
42137,50045,宮城県,栗原市,赤松館跡,アカマツダテアト,,,市指定記念物,史跡,宮城県栗原市一迫字嶋躰,,38.766905,140.91272,,,,,,,,,,,,,,,,,,,
42137,50046,宮城県,栗原市,姫松館跡,ヒメマツダテアト,,,市指定記念物,史跡,宮城県栗原市一迫真坂,,38.748648,140.96431,,,,,,,,,,,,,,,,,,,
42137,50047,宮城県,栗原市,小古遺跡,コンセイイセキ,,,市指定記念物,史跡,宮城県栗原市一迫字大川口,,,,,,,,,,,,,,,,,,,,,,
42137,50048,宮城県,栗原市,巻堀遺跡,マキボリイセキ,,,市指定記念物,史跡,宮城県栗原市一迫川口,,,,,,,,,,,,,,,,,,,,,,
42137,50049,宮城県,栗原市,鹿鼻館跡,シシハナダテアト,,,市指定記念物,史跡,宮城県栗原市一迫字小坂本,,38.739734,140.925472,,,,,,,,,,,,,,,,,,,
42137,20019,宮城県,栗原市,旧往還,キュウオウカン,,,市指定記念物,史跡,宮城県栗原市若柳有賀,,,,,,,,,,,,,,,,,,,,,,
42137,20020,宮城県,栗原市,子々麻ヶ墓,ネネマガハカ,,,市指定記念物,史跡,宮城県栗原市若柳字川南,,38.76509,141.127307,,,,,,,,,,,,,,,,,,,
42137,20021,宮城県,栗原市,鹿壇,シシダン,,,市指定記念物,史跡,宮城県栗原市若柳武鎗,,,,,,,,,,,,,,,,,,,,,,
42137,20022,宮城県,栗原市,醍醐ヶ池,ダイゴガイケ,,,市指定記念物,史跡,宮城県栗原市若柳字川南（三峯神社）,,38.766586,141.13036,,,,,,,,,,,,,,,,,,,
42137,20023,宮城県,栗原市,斐ノ城跡,アヤノジョウアト,,,市指定記念物,史跡,宮城県栗原市若柳有賀,,,,,,,,,,,,,,,,,,,,,,
42137,20024,宮城県,栗原市,敷味遺跡,シキミイセキ,,,市指定記念物,史跡,宮城県栗原市若柳上畑岡,,,,,,,,,,,,,,,,,,,,,,
42137,20025,宮城県,栗原市,将軍壇,ショウグンダン,,,市指定記念物,史跡,宮城県栗原市若柳上畑岡,,,,,,,,,,,,,,,,,,,,,,
42137,50050,宮城県,栗原市,上ノ原A遺跡,ウエノハラエーイセキ,,,市指定記念物,史跡,宮城県栗原市一迫川口,,,,,,,,,,,,,,,,,,,,,,
42137,30039,宮城県,栗原市,屯ヶ岡,タムロガオカ,,,市指定記念物,史跡,宮城県栗原市栗駒八幡（屯岡八幡宮）,,38.81392,140.99467,,,,,,,,,,,,,,,,,,,
42137,60010,宮城県,栗原市,王壇,オウダン,,,市指定記念物,史跡,宮城県栗原市瀬峰宮田（虎渓寺）,,38.643048,141.049988,,,,,,,,,,,,,,,,,,,
42137,60011,宮城県,栗原市,経壇,キョウダン,,,市指定記念物,史跡,宮城県栗原市瀬峰大鰐谷,,,,,,,,,,,,,,,,,,,,,,
42137,60012,宮城県,栗原市,四ツ壇,ヨツダン,,,市指定記念物,史跡,宮城県栗原市瀬峰諏訪原,,,,,,,,,,,,,,,,,,,,,,
42137,60013,宮城県,栗原市,藤沢館,フジサワタテ,,,市指定記念物,史跡,宮城県栗原市瀬峰下藤沢,,38.656351,141.07039,,,,,,,,,,,,,,,,,,,
42137,60014,宮城県,栗原市,桝形,マスガタ,,,市指定記念物,史跡,宮城県栗原市瀬峰四ツ壇,,38.631521,141.049159,,,,,,,,,,,,,,,,,,,
42137,60015,宮城県,栗原市,明治天皇御野立所,メイジテンノウオノタテショ,,,市指定記念物,史跡,宮城県栗原市瀬峰野沢,,,,,,,,,,,,,,,,,,,,,,
42137,20026,宮城県,栗原市,館貝塚,タテカイヅカ,,,市指定記念物,史跡,宮城県栗原市若柳下畑岡,,,,,,,,,,,,,,,,,,,,,,
42137,20027,宮城県,栗原市,大立横穴古墳群,オオダテヨコアナコフングン,,,市指定記念物,史跡,宮城県栗原市若柳上畑岡,,,,,,,,,,,,,,,,,,,,,,
42137,50051,宮城県,栗原市,真坂館跡,マサカタテアト,,,市指定記念物,史跡,宮城県栗原市一迫真坂,,38.754009,140.943387,,,,,,,,,,,,,,,,,,,
42137,50052,宮城県,栗原市,大栗A遺跡,オオグリAイセキ,,,市指定記念物,史跡,宮城県栗原市一迫字大栗,,,,,,,,,,,,,,,,,,,,,,
42137,70004,宮城県,栗原市,角遺跡,ガンドイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70005,宮城県,栗原市,関の上遺跡,セキノウエイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70006,宮城県,栗原市,境塚遺跡,サカイヅカイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢北郷,,,,,,,,,,,,,,,,,,,,,,
42137,70007,宮城県,栗原市,後藤館跡,ゴトウダテアト,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70008,宮城県,栗原市,砂山遺跡,スナヤマイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70009,宮城県,栗原市,紙漉沢遺跡,カミスキザワイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢北郷,,,,,,,,,,,,,,,,,,,,,,
42137,70010,宮城県,栗原市,秋法館跡,アキノリタテアト,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,38.797652,140.907538,,,,,,,,,,,,,,,,,,,
42137,70011,宮城県,栗原市,長原遺跡,ナガッパライセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢袋,,,,,,,,,,,,,,,,,,,,,,
42137,70012,宮城県,栗原市,菅原館跡,スガワラタテアト,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,38.809658,140.935182,,,,,,,,,,,,,,,,,,,
42137,70013,宮城県,栗原市,八沢I遺跡,ヤサワイチイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70014,宮城県,栗原市,半戸六II遺跡,ハンドロクニイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢北郷（熊野神社）,,38.817228,140.950829,,,,,,,,,,,,,,,,,,,
42137,70015,宮城県,栗原市,半戸六遺跡,ハンドロクイセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢北郷,,,,,,,,,,,,,,,,,,,,,,
42137,70016,宮城県,栗原市,保呂羽館跡,ホロワタテアト,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷（八幡神社）,,38.643223,141.278093,,,,,,,,,,,,,,,,,,,
42137,70017,宮城県,栗原市,豊後館跡,ブンゴタテアト,,,市指定記念物,史跡,宮城県栗原市鶯沢袋,,38.798838,140.961425,,,,,,,,,,,,,,,,,,,
42137,70018,宮城県,栗原市,梨木平遺跡,ナシノキダイライセキ,,,市指定記念物,史跡,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,20028,宮城県,栗原市,新山館跡,ニイヤマタテアト,,,市指定記念物,史跡,宮城県栗原市若柳字川南,,,,,,,,,,,,,,,,,,,,,,
42137,20029,宮城県,栗原市,大林城跡,オオハヤシジョウアト,,,市指定記念物,史跡,宮城県栗原市若柳字大林,,38.78682,141.0995,,,,,,,,,,,,,,,,,,,
42137,20030,宮城県,栗原市,鶴ヶ城跡,ツルガジョウアト,,,市指定記念物,史跡,宮城県栗原市若柳有賀,,38.811212,141.092303,,,,,,,,,,,,,,,,,,,
42137,20031,宮城県,栗原市,武鎗城跡,ムヤリジョウアト,,,市指定記念物,史跡,宮城県栗原市若柳武鎗,,38.803745,141.12223,,,,,,,,,,,,,,,,,,,
42137,20032,宮城県,栗原市,医王山薬師堂跡,イオウザンヤクシドウアト,,,市指定記念物,史跡,宮城県栗原市若柳武鎗,,,,,,,,,,,,,,,,,,,,,,
42137,20033,宮城県,栗原市,紫雲山万日堂跡,シウンザンバンニチドウアト,,,市指定記念物,史跡,宮城県栗原市若柳武鎗（安養寺ほか）,,,,,,,,,,,,,,,,,,,,,,
42137,20034,宮城県,栗原市,白玉山明覚寺跡,ハクギョクサンミョウカクジアト,,,市指定記念物,史跡,宮城県栗原市若柳武鎗,,,,,,,,,,,,,,,,,,,,,,
42137,20035,宮城県,栗原市,盲人只都坊人柱の地,モウジンタダツボウヒトバシラノチ,,,市指定記念物,史跡,宮城県栗原市若柳字福岡,,,,,,,,,,,,,,,,,,,,,,
42137,20036,宮城県,栗原市,塩森兵庫邸跡,シオモリヒョウゴテイアト,,,市指定記念物,史跡,宮城県栗原市若柳字川南,,38.769979,141.127745,,,,,,,,,,,,,,,,,,,
42137,90004,宮城県,栗原市,糠塚遺跡,ヌカヅカイセキ,,,市指定記念物,史跡,宮城県栗原市志波姫新糠塚36,,38.77331845,141.0926833,,,,,,,,,,,,,,,,,,,
42137,40009,宮城県,栗原市,旧奥州街道,キュウオウシュウカイドウ,,,市指定記念物,史跡,宮城県栗原市高清水八重壁から先,,,,,,,,,,,,,,,,,,,,,,
42137,80012,宮城県,栗原市,炭焼藤太の墓,スミヤキトウタノハカ,,,市指定記念物,史跡,宮城県栗原市金成日向,,,,,,,,,,,,,,,,,,,,,,
42137,50053,宮城県,栗原市,上戸遺跡,アガトイセキ,,,市指定記念物,史跡,宮城県栗原市一迫字嶋躰,,,,,,,,,,,,,,,,,,,,,,
42137,50054,宮城県,栗原市,運難下遺跡,ウンナンシタイセキ,,,市指定記念物,史跡,宮城県栗原市一迫真坂字清水,,,,,,,,,,,,,,,,,,,,,,
42137,50055,宮城県,栗原市,宝領A遺跡,ホウリョウリョウAイセキ,,,市指定記念物,史跡,宮城県栗原市一迫川口,,,,,,,,,,,,,,,,,,,,,,
42137,50056,宮城県,栗原市,清水田遺跡,シミズダイセキ,,,市指定記念物,史跡,宮城県栗原市一迫川口,,,,,,,,,,,,,,,,,,,,,,
42137,50057,宮城県,栗原市,牛渕渓谷,ウシブチケイコク,,,市指定記念物,名勝,宮城県栗原市一迫川口,,,,,,,,,,,,,,,,,,,,,,
42137,20037,宮城県,栗原市,聖徳太子堂御手洗湧水泉,ショウトクタイシドウミタライユウスイセン,,,市指定記念物,名勝,宮城県栗原市若柳有賀（官庭寺）,,38.803138,141.103448,,,,,,,,,,,,,,,,,,,
42137,30040,宮城県,栗原市,音羽山清水寺庭園,オトワサンセイスイジテイエン,,,市指定記念物,名勝,宮城県栗原市栗駒岩ケ崎（清水寺）,,38.838729,140.983844,,,,,,,,,,,,,,,,,,,
42137,40010,宮城県,栗原市,桂葉清水,カツラハシミズ,,,市指定記念物,名勝,宮城県栗原市高清水長福寺,,38.659107,141.008299,,,,,,,,,,,,,,,,,,,
42137,50058,宮城県,栗原市,淀ヶ沢溜池の「テツギョ」,ヨドガサワタメイケノ「テツギョ」,,,市指定記念物,天然記念物,宮城県栗原市一迫大川口,,,,,,,,,,,,,,,,,,,,,,
42137,20038,宮城県,栗原市,峯の高野槇,ミネノコウヤマキ,,,市指定記念物,天然記念物,宮城県栗原市若柳有賀,,,,,,,,,,,,,,,,,,,,,,
42137,20039,宮城県,栗原市,柳徳寺の桂,リュウトクジノカツラ,,,市指定記念物,天然記念物,宮城県栗原市若柳字川南（柳徳寺）,,38.768494,141.12719,,,,,,,,,,,,,,,,,,,
42137,20040,宮城県,栗原市,平野神社のめおと銀杏,ヒラノジンジャノメオトイチョウ,,,市指定記念物,天然記念物,宮城県栗原市若柳字川北（平野神社）,,38.77716,141.13114,,,,,,,,,,,,,,,,,,,
42137,20041,宮城県,栗原市,熊野神社の大杉,クマノジンジャノオオスギ,,,市指定記念物,天然記念物,宮城県栗原市若柳字大林（熊野神社）,,38.782017,141.106786,,,,,,,,,,,,,,,,,,,
42137,20042,宮城県,栗原市,矢立の杉,ヤタテノスギ,,,市指定記念物,天然記念物,宮城県栗原市若柳有賀（御賀八幡神社）,,38.804922,141.105241,,,,,,,,,,,,,,,,,,,
42137,50059,宮城県,栗原市,大川口館の大桜,オオカワグチタテノオオザクラ,,,市指定記念物,天然記念物,宮城県栗原市一迫大川口,,38.738268,140.899325,,,,,,,,,,,,,,,,,,,
42137,50060,宮城県,栗原市,保呂羽神社の姥杉,ホロワジンジャノウバスギ,,,市指定記念物,天然記念物,宮城県栗原市一迫真坂（保呂羽神社）,,38.753835,140.9401,,,,,,,,,,,,,,,,,,,
42137,50061,宮城県,栗原市,明神の一本杉,ミョウジンノイッポンスギ,,,市指定記念物,天然記念物,宮城県栗原市一迫真坂,,,,,,,,,,,,,,,,,,,,,,
42137,50062,宮城県,栗原市,境の榎,サカイノエノキ,,,市指定記念物,天然記念物,宮城県栗原市一迫字沖浦,,,,,,,,,,,,,,,,,,,,,,
42137,20043,宮城県,栗原市,大林寺のかさ松,ダイリンジノカサマツ,,,市指定記念物,天然記念物,宮城県栗原市若柳字大林（大林寺）,,38.787815,141.091456,,,,,,,,,,,,,,,,,,,
42137,80013,宮城県,栗原市,旧金成小学校舎ケヤキ並木,キュウカンナリショウガッコウシャケヤキナミキ,,,市指定記念物,天然記念物,宮城県栗原市金成中町,,38.811034,141.073912,,,,,,,,,,,,,,,,,,,
42137,70019,宮城県,栗原市,大杉,オオスギ,,,市指定記念物,天然記念物,宮城県栗原市鶯沢南郷（山神社）,,38.805376,140.879558,,,,,,,,,,,,,,,,,,,
42137,70020,宮城県,栗原市,糸ひば,イトヒバ,,,市指定記念物,天然記念物,宮城県栗原市鶯沢南郷,,,,,,,,,,,,,,,,,,,,,,
42137,70021,宮城県,栗原市,大銀杏,オオイチョウ,,,市指定記念物,天然記念物,宮城県栗原市鶯沢南郷（駒形根神社）,,38.80398,140.929175,,,,,,,,,,,,,,,,,,,
42137,70022,宮城県,栗原市,種まき桜,タネマキザクラ,,,市指定記念物,天然記念物,宮城県栗原市鶯沢北郷,,38.824393,140.928151,,,,,,,,,,,,,,,,,,,
42137,70023,宮城県,栗原市,種まき桜,タネマキザクラ,,,市指定記念物,天然記念物,宮城県栗原市鶯沢袋,,,,,,,,,,,,,,,,,,,,,,
42137,20044,宮城県,栗原市,不老の松,フロウノマツ,,,市指定記念物,天然記念物,宮城県栗原市若柳字川南,,,,,,,,,,,,,,,,,,,,,,
42137,40011,宮城県,栗原市,善光寺の桜（種蒔桜）,ゼンコウジノサクラ（タネマキザクラ）,,,市指定記念物,天然記念物,宮城県栗原市高清水字善光寺（善光寺）,,38.661574,141.010524,,,,,,,,,,,,,,,,,,,
42137,50063,宮城県,栗原市,不動水神社の銀杏,フドウスイジンシャノイチョウ,,,市指定記念物,天然記念物,宮城県栗原市一迫不動西（水神社）,,38.748598,140.84967,,,,,,,,,,,,,,,,,,,
42137,50064,宮城県,栗原市,鹿島堰取水口のけやき並木,カシマゼキシュスイコウノケヤキナミキ,,,市指定記念物,天然記念物,宮城県栗原市一迫真坂,,,,,,,,,,,,,,,,,,,,,,
42137,50065,宮城県,栗原市,曽根八幡の種蒔桜,ソネハチマンノタネマキザクラ,,,市指定記念物,天然記念物,宮城県栗原市一迫柳目,,38.740186,140.97169,,,,,,,,,,,,,,,,,,,
42137,90005,宮城県,栗原市,鹿嶋神社の槻,カシマジンジャノツキ,,,市指定記念物,天然記念物,宮城県栗原市志波姫堀口（鹿嶋神社）,,38.73927,141.02448,,,,,,,,,,,,,,,,,,,
