都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
4215,116,宮城県,大崎市,長岡小学校のケヤキ,ナガオカショウガッコウノケヤキ,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市古川荒谷,,,,,,1,本,,大崎市（古川北小学校）,1987/3/10,,,,,,,,,,,,
4215,117,宮城県,大崎市,タラヨウ,タラヨウ,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市三本木伊賀,,,,,,1,本,,個  人,1990/10/1,,,,,,,,,,,,
4215,118,宮城県,大崎市,シナイモツゴ,シナイモツゴ,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市鹿島台広長,,,,,,,,,,1993/11/19,,,,,,,,,,,,
4215,119,宮城県,大崎市,ツバキ,ツバキ,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市三本木高柳,,,,,,1,本,,個  人,1995/4/1,,,,,,,,,,,,
4215,120,宮城県,大崎市,八幡神社の樅ノ木群,ハチマンジンジャノモミノキグン,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市岩出山下金沢,,,,,,3,本,,八幡神社,2000/1/27,,,,,,,,,,,,
4215,121,宮城県,大崎市,矢木のカヤ,ヤギノカヤ,,,市指定天然記念物,市指定史跡名勝天然記念物,天然記念物,宮城県大崎市岩出山池月,,,,,,,,,大崎市,2001/11/21,,,,,,,,,,,,
4215,122,宮城県,大崎市,遊佐家住宅主屋,ユサケジュウタクオモヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉要害,,,,,,1,棟,,個  人,1997/12/12,,,,,,,,,,,,非公開
4215,123,宮城県,大崎市,板垣家住宅主屋,イタガキケジュウタクオモヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉要害,,,,,,1,棟,,個  人,1998/1/16,,,,,,,,,,,,
4215,124,宮城県,大崎市,板垣家住宅板倉,イタガキケジュウタクイタクラ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉要害,,,,,,1,棟,,個  人,1998/1/16,,,,,,,,,,,,
4215,125,宮城県,大崎市,遊佐家住宅主屋,ユサケジュウタクオモヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,126,宮城県,大崎市,遊佐家住宅板倉,ユサケジュウタクイタクラ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,127,宮城県,大崎市,遊佐家住宅外風呂,ユサケジュウタクソトフロ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,128,宮城県,大崎市,遊佐家住宅味噌部屋,ユサケジュウタクミソベヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,129,宮城県,大崎市,遊佐家住宅材料小屋,ユサケジュウタクザイリョウゴヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,130,宮城県,大崎市,遊佐家住宅室,ユサケジュウタクムロ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉馬場,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,
4215,131,宮城県,大崎市,鎌田家住宅主屋,カマタケジュウタクオモヤ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉野際,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,非公開
4215,132,宮城県,大崎市,鎌田家住宅長屋門,カマタケジュウタクナガヤモン,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉野際,,,,,,1,棟,,個  人,1998/12/11,,,,,,,,,,,,非公開
4215,133,宮城県,大崎市,ゆさや旅館本館,ユサヤリョカンホンカン,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉湯元,,,,,,1,棟,,個  人,2000/10/18,,,,,,,,,,,,
4215,134,宮城県,大崎市,ゆさや旅館土蔵,ユサヤリョカンドゾウ,,,国登録有形文化財,建造物,,宮城県大崎市鳴子温泉湯元,,,,,,1,棟,,個  人,2000/10/18,,,,,,,,,,,,
4215,135,宮城県,大崎市,松谷家住宅主屋,マツヤケジュウタクシュオク,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,136,宮城県,大崎市,松谷家住宅文庫蔵,マツヤケジュウタクブンコグラ,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,137,宮城県,大崎市,松谷家住宅砂糖蔵,マツヤケジュウタクサトウグラ,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,138,宮城県,大崎市,松谷家住宅大豆蔵,マツヤケジュウタクダイズグラ,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,139,宮城県,大崎市,松谷家住宅岩蔵,マツヤケジュウタクイワグラ,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,140,宮城県,大崎市,松谷家住宅明神社,マツヤケジュウタクミョウジンシャ,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,141,宮城県,大崎市,松谷家住宅表門,マツヤケジュウタクオモテモン,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,142,宮城県,大崎市,松谷家住宅御成門,マツヤケジュウタクオナリモン,,,国登録有形文化財,建造物,,宮城県大崎市古川七日町,,,,,,1,棟,,個　人,2015/8/4,,,,,,,,,,,,非公開
4215,143,宮城県,大崎市,森民酒造店店舗兼主屋,モリタミシュゾウテンテンポケンシュオク,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,144,宮城県,大崎市,森民酒造店居宅,オモリタミシュゾウイタク,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,145,宮城県,大崎市,森民酒造店奥座敷,モリタミシュゾウテンオクザシキ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,146,宮城県,大崎市,森民酒造店離れ座敷,モリタミシュゾウテンハナレザシキ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,147,宮城県,大崎市,森民酒造店釜屋,モリタミシュゾウテンカマヤ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,148,宮城県,大崎市,森民酒造店酒造蔵,モリタミシュゾウテンシュゾウグラ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,149,宮城県,大崎市,森民酒造店北土蔵,モリタミシュゾウテンキタドゾウ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,棟,,個　人,2015/11/17,,,,,,,,,,,,
4215,150,宮城県,大崎市,森民酒造店煙突,モリタミシュゾウテンエントツ,,,国登録有形文化財,建造物,,宮城県大崎市岩出山上川原町,,,,,,1,基,,個　人,2015/11/17,,,,,,,,,,,,
4215,151,宮城県,大崎市,旧橋平酒造店（醸室）店舗,キュウハシヘイシュゾウテン　カムロ　テンポ,,,国登録有形文化財,建造物,みちのく古川食の蔵「醸室（かむろ）」,宮城県大崎市古川七日町,,,,,,1,棟,,株式会社醸室,2021/2/26,,,,,,,,,,,,
4215,152,宮城県,大崎市,旧橋平酒造店（醸室）帳場,キュウハシヘイシュゾウテン　カムロ　チョウバ,,,国登録有形文化財,建造物,みちのく古川食の蔵「醸室（かむろ）」,宮城県大崎市古川七日町,,,,,,1,棟,,株式会社醸室,2021/2/26,,,,,,,,,,,,
4215,153,宮城県,大崎市,旧橋平酒造店（醸室）主屋,キュウハシヘイシュゾウテン　カムロ　オモヤ,,,国登録有形文化財,建造物,みちのく古川食の蔵「醸室（かむろ）」,宮城県大崎市古川七日町,,,,,,1,棟,,株式会社醸室,2021/2/26,,,,,,,,,,,,
4215,,宮城県,大崎市,荒川堰絵図及び絵図箱,アラカワゼキエズオヨビエズバコ,,,市指定有形文化財,歴史資料,大崎市図書館,宮城県大崎市古川駅前大通,,,,,,1,式,,大崎市,2024/10/31,,,,,,,,,,,,
