都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
043222,0000000016,宮城県,村田町,北山寒厳筆「月に兎図」,キタヤマカンガンヒツ「ツキニウサギズ」,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字迫,,,,,,,,,村田町,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000017,宮城県,村田町,本町西契約講帳,モトマチニシケイヤクコウチョウ,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字迫,,,,,,,,,村田町,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000018,宮城県,村田町,雛人形箱,ヒナニンギョウバコ,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字迫,,,,,,,,,個人,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000019,宮城県,村田町,市神の石碑,イチガミノセキヒ,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字町,,,,,,,,,個人,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000020,宮城県,村田町,村田小学校日誌,ムラタショウガッコウニッシ,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字迫,,,,,,,,,村田町,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000021,宮城県,村田町,柴田郡絵図,シバタグンエズ,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字町,,,,,,,,,個人,2019-08-20,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000022,宮城県,村田町,柴田郡足立村絵図面,シバタグンアシタテムラエズメン,,,町指定有形文化財,美術工芸品,,宮城県柴田郡村田町大字村田字迫,,,,,,,,,村田町,2019-08-20,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000023,宮城県,村田町,猫神の石碑,ネコガミノセキヒ,,,町指定有形民俗文化財,その他,,宮城県柴田郡村田町大字菅生字宮,,,,,,,,,個人,2019-08-20,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000024,宮城県,村田町,小泉熊野神社神楽,コイズミクマノジンジャカグラ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字小泉字新畑,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000025,宮城県,村田町,沼辺八幡神社神楽,ヌマベハチマンジンジャカグラ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字沼辺字中山,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000026,宮城県,村田町,菅生神社神楽,スゴウジンジャカグラ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字菅生字宮前,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000027,宮城県,村田町,足立稲田姫神社神楽,アシタテイナダヒメジンジャカグラ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字足立字馬立,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000028,宮城県,村田町,小谷やすとこ,オヤヤストコ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字小泉字北小谷,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000029,宮城県,村田町,関場田植踊,セキバタウエオドリ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字関場字砂子,,,,,,,,,伝承会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000030,宮城県,村田町,関場七福神舞,セキバシチフクジンマイ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字関場字入沢,,,,,,,,,伝承会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000031,宮城県,村田町,沼田七福神舞,ヌマタシチフクジンマイ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字沼田字横山,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000032,宮城県,村田町,本郷布袋踊,ホンゴウホテイオドリ,,,町指定無形民俗文化財,芸能,,宮城県柴田郡村田町大字村田字北沢,,,,,,,,,保存会,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000033,宮城県,村田町,古舘横穴古墳群,フルダテヨコアナコフングン,,,町指定史跡,,,宮城県柴田郡村田町大字小泉字古舘,,,,,,,,,個人,1969-03-10,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000034,宮城県,村田町,中山囲横穴古墳群,ナカヤマガコイヨコアナコフングン,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字中山,,,,,,,,,個人,1969-03-10,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000035,宮城県,村田町,龍泉院横穴古墳群,リュウセンインヨコアナコフングン,,,町指定史跡,,,宮城県柴田郡村田町大字関場字砂子,,,,,,,,,個人,1969-03-10,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000036,宮城県,村田町,願勝寺山門,ガンショウジサンモン,,,町指定史跡,,,宮城県柴田郡村田町大字村田字東,,,,,,,,,願勝寺,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000037,宮城県,村田町,伊達宗高公御廟及び殉死者の墓,ダテムネタカコウゴビョウオヨビジュンシシャノハカ,,,町指定史跡,,,宮城県柴田郡村田町大字村田字大槻下,,,,,,,,,龍島院,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000038,宮城県,村田町,奥山大学常良の墓,オクヤマダイガクツネヨシノハカ,,,町指定史跡,,,宮城県柴田郡村田町大字村田字大槻下,,,,,,,,,龍島院,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000039,宮城県,村田町,村田城跡,ムラタジョウアト,,,町指定史跡,,,宮城県柴田郡村田町大字村田字迫ほか,,,,,,,,,村田町,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000040,宮城県,村田町,白鳥神社,シラトリジンジャ,,,町指定史跡,,,宮城県柴田郡村田町大字村田字七小路,,,,,,,,,白鳥神社,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000041,宮城県,村田町,お荼毘塚,オダビヅカ,,,町指定史跡,,,宮城県柴田郡村田町大字村田字広畑囲,,,,,,,,,個人,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000042,宮城県,村田町,輝井太郎墓,テルイタロウノハカ,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字山の上,,,,,,,,,個人,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000043,宮城県,村田町,旧奥州街道,キュウオウシュウカイドウ,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字韮神,,,,,,,,,公有地,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000044,宮城県,村田町,小泉館跡,コイズミタテアト,,,町指定史跡,,,宮城県柴田郡村田町大字小泉字古舘,,,,,,,,,個人,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000045,宮城県,村田町,星城跡,ホシノジョウアト,,,町指定史跡,,,宮城県柴田郡村田町大字足立字星城囲,,,,,,,,,松山寺,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000046,宮城県,村田町,千塚山古墳,センツカヤマコフン,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字千塚,,,,,,,,,個人,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000047,宮城県,村田町,長窪山遺跡群,ナガクボヤマコフン,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字長窪山,,,,,,,,,区有地,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000048,宮城県,村田町,韮神山遺跡,ニラガミヤマコフン,,,町指定史跡,,,宮城県柴田郡村田町大字沼辺字韮神,,,,,,,,,区有地,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000049,宮城県,村田町,経塚,キョウヅカ,,,町指定史跡,,,宮城県柴田郡村田町大字村田字大槻下,,,,,,,,,龍島院,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000050,宮城県,村田町,武家屋敷（旧田山家）,ブケヤシキ（キュウタヤマケ）,,,町指定史跡,,,宮城県柴田郡村田町大字村田字西,,,,,,,,,村田町,1994-08-02,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000051,宮城県,村田町,松尾観音堂,マツオカンノンドウ,,,町指定史跡,,,宮城県柴田郡村田町大字足立字奥松尾,,,,,,,,,蓮蔵寺,1994-12-12,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000052,宮城県,村田町,新峯崎遺跡,シンミネザキイセキ,,,町指定史跡,,,宮城県柴田郡村田町大字関場字新峯崎,,,,,,,,,村田町,1998-02-27,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000053,宮城県,村田町,菅生館跡,スゴウタテアト,,,町指定史跡,,,宮城県柴田郡村田町大字菅生字館,,,,,,,,,村田町,2016-03-25,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000054,宮城県,村田町,谷山自然公園,タニヤマシゼンコウエン,,,町指定名勝,,,宮城県柴田郡村田町荒川上流,,,,,,,,,国有地,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000055,宮城県,村田町,フジ、ケヤキ、イチョウ、シラカシ,フジ、ケヤキ、イチョウ、シラカシ,,,町指定天然記念物,,,宮城県柴田郡村田町大字村田字七小路,,,,,,,,,白鳥神社,1969-12-22,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000056,宮城県,村田町,立石,タテイシ,,,町指定天然記念物,,,宮城県柴田郡村田町大字沼辺字立石,,,,,,,,,　                  ,1970-12-16,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000057,宮城県,村田町,サクラ（金剛桜）,サクラ（コンゴウザクラ）,,,町指定天然記念物,,,宮城県柴田郡村田町大字小泉字古舘,,,,,,,,,個人,1994-08-02,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000058,宮城県,村田町,ヤマモミジ,ヤマモミジ,,,町指定天然記念物,,,宮城県柴田郡村田町大字村田字北沢,,,,,,,,,個人,1996-12-26,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000059,宮城県,村田町,浮島の植物群落,ウキシマノショクブツグンラク,,,町指定天然記念物,,,宮城県柴田郡村田町大字関場字屋敷前,,,,,,,,,,2004-04-18,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
043222,0000000060,宮城県,村田町,シダレザクラ,シダレザクラ,,,町指定天然記念物,,,宮城県柴田郡村田町大字菅生字鍛治谷,,,,,,,,,妙頓寺,2019-08-20,,,,,,,,,,,http://www.town.murata.miyagi.jp/,
