都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
044211,,宮城県,大和町,吉川十兵衛の測量関係資料,キッカワジュウベイノソクリョウカンケイシリョウ,,,町指定有形文化財,その他,,大和町落合松坂,,,,,,,,,個人,1995-04-01,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,個人宅に所在するため、問い合わせは大和町教育委員会生涯学習課まで
044211,,宮城県,大和町,金取代々神楽,カナドリダイダイカグラ,,,町指定無形民俗文化財,その他,,大和町吉田字金取北　他,,,,,,,,,金取北代々神楽　保存会,1995-04-01,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,信楽寺跡,シンギョウジアト,,,町指定史跡,その他,,大和町宮床字松倉沢94番地の1　他,,38.41806,140.85275,,,,,,宮床財産区,1995-04-01,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,旧宮床伊達家住宅,キュウミヤトコダテケジュウタク,,,町指定有形文化財,建造物,,大和町宮床字下小路64番地,,38.40340,140.84859,,,,,,大和町,1997-01-01,火水木金土日,09:00,16:00,"・月曜は休館日（祝日・振休の場合は開館）
・祝日、振休の翌日は休館日（土・日・祝日の場合は開館）
・12月28日～1月4日　休館",,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,天皇寺庫裡,テンノウジクリ,,,町指定有形文化財,建造物,,大和町吉岡字天皇寺184番地の20,,38.44062,140.88493,,,,,,天皇寺,2014-03-03,,,,外観は見学自由であるが（夜間除く）、内部見学は、天皇寺に事前連絡が必要,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,木造伝聖観音菩薩坐像,モクゾウデンショウカンノンボサツザゾウ,,,町指定有形文化財,その他,,大和町落合報恩寺字上ノ山31番地,,38.44199,140.95280,,,,,,報恩寺,2018-04-01,,,,拝観を希望する場合、事前に報恩寺に連絡が必要,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,但木成行招魂之碑,タダキナリユキショウコンノヒ,,,町指定有形文化財,その他,,大和町吉田字一ノ坂28番地,,38.45226,140.86637,,,,,,保福寺,2020-05-01,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,鳥屋八幡古墳,トヤハチマンコフン,,,宮城県指定史跡,その他,,大和町鶴巣鳥屋字天ヶ沢山1番地の１　他,,38.40965,140.93058,,,2,基,,鳥屋八幡神社　他,1968-12-13,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,吉岡東官衙遺跡,ヨシオカヒガシカンガイセキ,,,宮城県指定史跡,その他,,大和町吉岡東二丁目9番地の3　他,,38.43831,140.89612,,,,,,大和町,1996-05-31,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
044211,,宮城県,大和町,船形山神社の梵天ばやい,フナガタヤマジンジャノボンテンバヤイ,,,宮城県指定無形民俗文化財,その他,,大和町吉田字升沢108番地,,38.46180,140.68310,,,,,,船形山神社,1996-12-25,,,,,,,,,,,https://www.town.taiwa.miyagi.jp/soshiki/shogaigakushu/bunkazai/1123.html,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
