都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
294535,4001,奈良県,東吉野村,木造薬師如来坐像,モクゾウヤクシニョライザゾウ,,,重要文化財,美術工芸品,興禅寺,奈良県吉野郡東吉野村大字中黒414,,34.394963,135.947769,0746-42-0441,,1,躯,,興禅寺,1920/11/30,原則事前連絡が必要,,,,,,,,総じて定朝様に通じる作風を示すがまなざしの鋭さに特徴あり、たくましい面相の像である。右手は施無畏印、左手は膝の上で掌に薬壺をのせて、結跏趺坐する。桧材を用いた寄木造り、漆箔。頭、体部とも前後矧ぎを基本としている。それに左体側部に縦二材を矧ぎ、左前腰をおおう袖部、左手から先矧付け、右腕は肩、臂前、手首で矧付け、左右の腰付け根に各一材、両脚部には横一材を矧寄せている。光背、台座は後補。,,,
294535,4002,奈良県,東吉野村,丹生川上神社石灯籠,ニュウカワカミジンジャイシトウロウ,,,重要文化財,美術工芸品,丹生川上神社,奈良県吉野郡東吉野村大字小968,,34.390331,135.986533,0746-42-0032,,1,基,,丹生川上神社,1962/11/30,原則事前連絡が必要,,,,,,,,"基礎から宝珠まで,元のままで保存されており、しかも形姿はよく整い典麗で、堅緻な作域を示した典型的石燈籠である。「弘長四年二九」（１２６４）の刻銘がある。",,,
